Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit,,Second CAS
Acetaldehyde,000075-07-0,,,kg,chemical,,,air/non-urban air or from high stacks,fc9f9a81-c4b9-4dce-bc20-9f04e05ca2f1,,,75-07-0
Acetaldehyde,000075-07-0,,,kg,chemical,,,air/unspecified,e3e8f6a2-c45e-4685-9859-698b2eadaf5b,,,75-07-0
Acetaldehyde,000075-07-0,,,kg,chemical,,,air/urban air close to ground,5ad58fcc-e9ba-4155-a3c9-e4ffb3065a6f,,,75-07-0
Acetaldehyde,000075-07-0,,,kg,chemical,,,water/ground-,28b0681a-8e83-4997-be31-65e5a0a1a81f,,,75-07-0
Acetaldehyde,000075-07-0,,,kg,chemical,,,"water/ground-, long-term",5411a599-120a-4a1e-8916-85d43841da24,,,75-07-0
Acetaldehyde,000075-07-0,,,kg,chemical,,,water/ocean,d4256abf-9f73-4373-b1c0-a9532663ba58,,,75-07-0
Acetaldehyde,000075-07-0,,,kg,chemical,,,water/surface water,7a65d41a-561b-4090-bd81-13672abce16f,,,75-07-0
Acetaldehyde,000075-07-0,,,kg,chemical,,,water/unspecified,4b51a9d0-4100-49c1-8d47-ec47eb51c58a,,,75-07-0
Acetamide,000060-35-5,C2H5NO,,kg,chemical,,,air/non-urban air or from high stacks,c3de45a3-e6fd-494e-aa85-d352b478e87b,,,60-35-5
Acetamide,000060-35-5,,,kg,chemical,,,soil/agricultural,eb23cf3a-b866-458d-94b3-9aee4145fcc9,,,60-35-5
Acetamiprid,135410-20-7,C10H11ClN4,,kg,chemical,,,soil/agricultural,910b7532-d541-45a5-a535-03f54997726e,,,135410-20-7
Acetic acid,000064-19-7,,,kg,chemical,,,"air/low population density, long-term",e9acbffd-7211-42e2-9f3a-cd9556e21132,,,158461-04-2; 4843-45-2; 64-19-7; 68475-71-8; 64-19-7
Acetic acid,000064-19-7,,,kg,chemical,,,air/lower stratosphere + upper troposphere,f53378fe-3e04-4f74-9a08-bea2a6332b67,,,158461-04-2; 4843-45-2; 64-19-7; 68475-71-8; 64-19-7
Acetic acid,000064-19-7,,,kg,chemical,,,air/non-urban air or from high stacks,c5cc0625-6e01-4639-b053-5d1d9d22a53c,,,158461-04-2; 4843-45-2; 64-19-7; 68475-71-8; 64-19-7
Acetic acid,000064-19-7,,,kg,chemical,,,air/unspecified,d157416d-db9b-4f88-a7f3-a9a5f1ea88f2,,,158461-04-2; 4843-45-2; 64-19-7; 68475-71-8; 64-19-7
Acetic acid,000064-19-7,,,kg,chemical,,,air/urban air close to ground,b9b68c0c-053e-41de-ab72-8dfe1c3f5755,,,158461-04-2; 4843-45-2; 64-19-7; 68475-71-8; 64-19-7
Acetic acid,000064-19-7,,,kg,chemical,,,water/ground-,78a0fa8b-3e30-45c2-ad50-290c3b608c84,,,158461-04-2; 4843-45-2; 64-19-7; 68475-71-8; 64-19-7
Acetic acid,000064-19-7,,,kg,chemical,,,"water/ground-, long-term",27db07bb-7d5b-4e63-8f16-401781188148,,,158461-04-2; 4843-45-2; 64-19-7; 68475-71-8; 64-19-7
Acetic acid,000064-19-7,,,kg,chemical,,,water/ocean,18452b50-8c57-41d2-bbdd-37996c455771,,,158461-04-2; 4843-45-2; 64-19-7; 68475-71-8; 64-19-7
Acetic acid,000064-19-7,,,kg,chemical,,,water/surface water,061c7a46-3728-48fa-8240-7a8841e6ca6f,,,158461-04-2; 4843-45-2; 64-19-7; 68475-71-8; 64-19-7
Acetic acid,000064-19-7,,,kg,chemical,,,water/unspecified,3cea246d-706f-4280-ac52-3c7590e8fa7f,,,158461-04-2; 4843-45-2; 64-19-7; 68475-71-8; 64-19-7
"Acetic acid, trifluoro-",000076-05-1,,Trifluoressigsaeure,kg,chemical,,,"air/low population density, long-term",79e99a7d-9cda-407e-9503-da5419f604b4,,,76-05-1
"Acetic acid, trifluoro-",000076-05-1,,TFA,kg,chemical,,,air/lower stratosphere + upper troposphere,66d62655-2b96-4e07-84f6-721f4a3e3ec7,,,76-05-1
"Acetic acid, trifluoro-",000076-05-1,,Trifluoressigsaeure,kg,chemical,,,air/non-urban air or from high stacks,1511586a-8f52-4e6b-bb46-78a0c083155f,,,76-05-1
"Acetic acid, trifluoro-",000076-05-1,,TFA,kg,chemical,,,air/unspecified,d4f209e8-335f-4a2f-9384-77a23fbc7dee,,,76-05-1
"Acetic acid, trifluoro-",000076-05-1,,Trifluoressigsaeure,kg,chemical,,,air/urban air close to ground,f38210d0-4566-4497-b270-662028efc0c6,,,76-05-1
Acetochlor,034256-82-1,,,kg,chemical,,,soil/agricultural,92ee2fc1-238c-465d-9887-418af42db9c7,,,123113-74-6; 34256-82-1; 34256-82-1
Acetone,000067-64-1,,,kg,chemical,,,"air/low population density, long-term",e91093c9-20df-49c5-8960-eabf05af6832,,,7379-29-5; 67-64-1; 67-64-1
Acetone,000067-64-1,,,kg,chemical,,,air/lower stratosphere + upper troposphere,a765d3a1-65c6-4544-8487-b3104b937568,,,7379-29-5; 67-64-1; 67-64-1
Acetone,000067-64-1,,,kg,chemical,,,air/non-urban air or from high stacks,7a2d7097-20c4-4b5f-b2ee-bcfc2ba1378f,,,7379-29-5; 67-64-1; 67-64-1
Acetone,000067-64-1,,,kg,chemical,,,air/unspecified,f3d5fd96-8805-4d3d-867a-5df27975b07f,,,7379-29-5; 67-64-1; 67-64-1
Acetone,000067-64-1,,,kg,chemical,,,air/urban air close to ground,1f130425-11f9-4ec2-8d2f-d282acaacf5c,,,7379-29-5; 67-64-1; 67-64-1
Acetone,000067-64-1,,,kg,chemical,,,water/ground-,d60f27da-703f-4c04-bad4-7e978a375205,,,7379-29-5; 67-64-1; 67-64-1
Acetone,000067-64-1,,,kg,chemical,,,"water/ground-, long-term",f2cdedb9-7723-4308-b2ef-ad20c93018af,,,7379-29-5; 67-64-1; 67-64-1
Acetone,000067-64-1,,,kg,chemical,,,water/ocean,62ebd5d6-153a-463d-88c0-9fee5658d316,,,7379-29-5; 67-64-1; 67-64-1
Acetone,000067-64-1,,,kg,chemical,,,water/surface water,0e8f17d0-3e52-4f6f-bef9-60f6007a7aab,,,7379-29-5; 67-64-1; 67-64-1
Acetone,000067-64-1,,,kg,chemical,,,water/unspecified,d78a3d22-4bed-4ad3-8a9c-1cc4645188d0,,,7379-29-5; 67-64-1; 67-64-1
Acetonitrile,000075-05-8,,,kg,chemical,,,"air/low population density, long-term",3f49a574-0d24-47ba-a669-c4f2f5be5f13,,,75-05-8
Acetonitrile,000075-05-8,,,kg,chemical,,,air/lower stratosphere + upper troposphere,590475cc-79c7-4398-8fc7-d2bcb396d9ee,,,75-05-8
Acetonitrile,000075-05-8,,,kg,chemical,,,air/non-urban air or from high stacks,f7553ef8-e4f3-4b9c-98be-81fa36315648,,,75-05-8
Acetonitrile,000075-05-8,,,kg,chemical,,,air/unspecified,ff45a199-18e0-4777-886b-e2d0422d2f82,,,75-05-8
Acetonitrile,000075-05-8,,,kg,chemical,,,air/urban air close to ground,56dea244-390c-4f56-8b11-c8de2902816e,,,75-05-8
Acetonitrile,000075-05-8,,"methyl cyanide, cyanomethane",kg,chemical,,,water/ground-,f3841066-b23d-4c7a-94bd-791c55bd3e0f,,,75-05-8
Acetonitrile,000075-05-8,,"methyl cyanide, cyanomethane",kg,chemical,,,"water/ground-, long-term",3cee5838-69ba-44f9-bc30-84f82bff2dd9,,,75-05-8
Acetonitrile,000075-05-8,,"methyl cyanide, cyanomethane",kg,chemical,,,water/ocean,a274b5ea-20b3-4216-b3bd-94ac589f1eaf,,,75-05-8
Acetonitrile,000075-05-8,,"methyl cyanide, cyanomethane",kg,chemical,,,water/surface water,b4604f84-4a09-412e-86ed-078533d9da5d,,,75-05-8
Acetonitrile,000075-05-8,,"methyl cyanide, cyanomethane",kg,chemical,,,water/unspecified,cbaca555-e09c-4dc6-bdc3-60e6f8a784f9,,,75-05-8
Acetyl chloride,000075-36-5,,ethanoyl chloride,kg,chemical,,,water/ground-,55d3e6b8-8b05-4ba4-b2f2-be761c3541aa,,,75-36-5
Acetyl chloride,000075-36-5,,ethanoyl chloride,kg,chemical,,,"water/ground-, long-term",3d36c0c1-aff6-4ec3-ba35-18831b9ef85e,,,75-36-5
Acetyl chloride,000075-36-5,,ethanoyl chloride,kg,chemical,,,water/ocean,ec693fa1-9718-437a-8604-e916ff9d7b62,,,75-36-5
Acetyl chloride,000075-36-5,,ethanoyl chloride,kg,chemical,,,water/surface water,d1528862-956f-4441-b2ac-cce8ae963805,,,75-36-5
Acetyl chloride,000075-36-5,,ethanoyl chloride,kg,chemical,,,water/unspecified,65bafee0-9f42-4788-af33-4df48d0e7f65,,,75-36-5
Acibenzolar-S-methyl,135158-54-2,,,kg,chemical,,,soil/agricultural,5b834f01-a5dd-5d6c-94cb-2f5d262d3ccf,,,135158-54-2
"Acidity, unspecified",012408-02-5,,,kg,group?,,,water/ground-,3410aa09-a803-4bdc-8f10-f03f1760851a,,,
"Acidity, unspecified",012408-02-5,,,kg,group?,,,"water/ground-, long-term",645f66af-4b28-4b61-82fb-f30012cab42f,,,
"Acidity, unspecified",012408-02-5,,,kg,group?,,,water/ocean,372dc06d-0cc9-4f85-9e00-9d452f2d3c7a,,,
"Acidity, unspecified",012408-02-5,,,kg,group?,,,water/surface water,ce6e5657-5e48-472d-b67e-fab246234be6,,,
"Acidity, unspecified",012408-02-5,,,kg,group?,,,water/unspecified,b37294bd-947d-4f35-b9e6-3eb259c05ff5,,,
Acifluorfen,050594-66-6,C14H7ClF3NO5,,kg,chemical,,,air/non-urban air or from high stacks,1dcae348-9373-4ff6-96f0-1a444fa96587,,,50594-66-6
Acifluorfen,050594-66-6,C14H7ClF3NO5,,kg,chemical,,,soil/agricultural,c89708f7-cb6c-4691-b8cc-cf2cb03b14a6,,,50594-66-6
Aclonifen,074070-46-5,,2-chloro-6-nitro-3-phenoxyaniline,kg,chemical,,,soil/agricultural,dc64ecac-a65f-4d9a-9de6-557f1135659f,,,74070-46-5
Acrinathrin,101007-06-1,C26H21F6NO5,,kg,chemical,,,soil/agricultural,90ba480e-f2f2-4ee8-8299-da906df00058,,,101007-06-1
Acrolein,000107-02-8,,,kg,chemical,,,"air/low population density, long-term",086f6b04-002c-49a0-9be8-2bad29a9c17a,,,107-02-8
Acrolein,000107-02-8,,,kg,chemical,,,air/lower stratosphere + upper troposphere,1ccc25c5-f5c0-4deb-b34a-965ccbaa4caa,,,107-02-8
Acrolein,000107-02-8,,,kg,chemical,,,air/non-urban air or from high stacks,12840cef-c3b8-4ef2-b7d4-3a73dbd6a280,,,107-02-8
Acrolein,000107-02-8,,,kg,chemical,,,air/unspecified,d896ced7-a107-4017-b284-d95a8ef3e735,,,107-02-8
Acrolein,000107-02-8,,,kg,chemical,,,air/urban air close to ground,7ed6dc0d-9c2e-4046-a44b-e8a708c2081e,,,107-02-8
Acrolein,000107-02-8,,,kg,chemical,,,water/unspecified,fa8bd05b-015d-5a82-878c-bde991551695,,,107-02-8
"Acrylate, ion",000079-10-7,,,kg,chemical,,,water/ground-,233ed5ca-7df0-4cf6-9271-21459ecd5c23,,,
"Acrylate, ion",000079-10-7,,,kg,chemical,,,"water/ground-, long-term",d18ec0cf-b4d2-43e6-abe2-19170a40659a,,,
"Acrylate, ion",000079-10-7,,,kg,chemical,,,water/ocean,6446e9ba-9cdd-410e-aae3-41d71d971750,,,
"Acrylate, ion",000079-10-7,,,kg,chemical,,,water/surface water,eabb67d6-08cc-4c6e-ad95-6509e778730a,,,
"Acrylate, ion",000079-10-7,,,kg,chemical,,,water/unspecified,37f69770-85d0-4af3-a612-41e9d314f5bb,,,
Acrylic acid,000079-10-7,,,kg,chemical,,,"air/low population density, long-term",10bb4bbd-818f-4dd1-a5bd-5105c43bc32f,,,55927-87-2; 79-10-7; 29862-29-1; 76050-42-5; 25987-55-7; 9003-01-4; 79-10-7
Acrylic acid,000079-10-7,,,kg,chemical,,,air/lower stratosphere + upper troposphere,f6b4242e-ea42-4d2e-b7c1-ba8e9ed2fbb0,,,55927-87-2; 79-10-7; 29862-29-1; 76050-42-5; 25987-55-7; 9003-01-4; 79-10-7
Acrylic acid,000079-10-7,,,kg,chemical,,,air/non-urban air or from high stacks,4bc5da16-8b02-4a10-acfd-4a696a7a45af,,,55927-87-2; 79-10-7; 29862-29-1; 76050-42-5; 25987-55-7; 9003-01-4; 79-10-7
Acrylic acid,000079-10-7,,,kg,chemical,,,air/unspecified,faca26d7-b953-4dd6-94a9-7b8975452e1c,,,55927-87-2; 79-10-7; 29862-29-1; 76050-42-5; 25987-55-7; 9003-01-4; 79-10-7
Acrylic acid,000079-10-7,,,kg,chemical,,,air/urban air close to ground,42f51ad5-6190-4641-b961-f411310554e9,,,55927-87-2; 79-10-7; 29862-29-1; 76050-42-5; 25987-55-7; 9003-01-4; 79-10-7
Acrylonitrile,000107-13-1,,,kg,chemical,,,"air/low population density, long-term",4a28ea6f-3e26-4a84-a8f5-6a9596651d1c,,,107-13-1
Acrylonitrile,000107-13-1,,,kg,chemical,,,air/lower stratosphere + upper troposphere,9808cb2d-f1d8-41c2-9a8d-74d5092b27ec,,,107-13-1
Acrylonitrile,000107-13-1,,,kg,chemical,,,air/non-urban air or from high stacks,5b5879b0-6fbf-48ce-bff3-4292bda15526,,,107-13-1
Acrylonitrile,000107-13-1,,,kg,chemical,,,air/unspecified,981ea86a-b527-4e29-b092-f16d2cd57e45,,,107-13-1
Acrylonitrile,000107-13-1,,,kg,chemical,,,air/urban air close to ground,7480ea64-2bb7-4e80-9062-fd24a84335c1,,,107-13-1
Acrylonitrile,000107-13-1,,,kg,chemical,,,water/ground-,ec9b8886-22ef-452b-9347-88dd1ab3a6a5,,,107-13-1
Acrylonitrile,000107-13-1,,,kg,chemical,,,"water/ground-, long-term",58c3cf9c-f673-4897-9429-672bbb211e81,,,107-13-1
Acrylonitrile,000107-13-1,,,kg,chemical,,,water/ocean,06c8168d-a28d-4e23-9505-a0fb462f9367,,,107-13-1
Acrylonitrile,000107-13-1,,,kg,chemical,,,water/surface water,14059c6a-2b32-4818-a9dc-93b8f21df2b3,,,107-13-1
Acrylonitrile,000107-13-1,,,kg,chemical,,,water/unspecified,2c5362e9-ff22-46b4-9dad-3c765df0ac3f,,,107-13-1
"Actinides, radioactive, unspecified",,,,kBq,group,,,"air/low population density, long-term",f06815cb-65ca-4446-8ea9-329ae0252c29,,,
"Actinides, radioactive, unspecified",,,,kBq,group,,,air/lower stratosphere + upper troposphere,c56df4f7-c9e9-4892-a045-4b2fb93ff297,,,
"Actinides, radioactive, unspecified",,,,kBq,group,,,air/non-urban air or from high stacks,02703daf-fde4-489a-b7e5-523e46151312,,,
"Actinides, radioactive, unspecified",,,,kBq,group,,,air/unspecified,d3805249-4c8b-48fb-8843-a7765b8d1322,,,
"Actinides, radioactive, unspecified",,,,kBq,group,,,air/urban air close to ground,e73fc455-cc04-4328-b961-1e388410e6c5,,,
"Actinides, radioactive, unspecified",,,,kBq,group,,,water/ground-,0f8120d4-3365-4301-871c-b5d9716b008e,,,
"Actinides, radioactive, unspecified",,,,kBq,group,,,"water/ground-, long-term",d0bb3bc2-13e8-422e-acf0-ee5cc1e5e7be,,,
"Actinides, radioactive, unspecified",,,,kBq,group,,,water/ocean,34550110-0552-46d2-b07d-6b9599892278,,,
"Actinides, radioactive, unspecified",,,,kBq,group,,,water/surface water,073e0dba-bc0b-4c76-89e2-2988f2b49459,,,
"Actinides, radioactive, unspecified",,,,kBq,group,,,water/unspecified,928873e6-c391-447e-b503-fbeae3211df1,,,
"Actinium, in ground",007440-34-8,Ac,,kg,fossil/nuclear?,,,natural resource/in ground,7781bd84-0ca4-5bf1-8fc5-15cdc1fb0796,,,
"Aerosols, radioactive, unspecified",,,,kBq,group,,,"air/low population density, long-term",285188e4-9b50-4916-a2bd-e7ce44354a88,,,
"Aerosols, radioactive, unspecified",,,,kBq,group,,,air/lower stratosphere + upper troposphere,e0a9f6c3-eee7-4a77-82fd-6a64af73a790,,,
"Aerosols, radioactive, unspecified",,,,kBq,group,,,air/non-urban air or from high stacks,72958cbe-6609-46c2-bbfa-ee4ab826ca12,,,
"Aerosols, radioactive, unspecified",,,,kBq,group,,,air/unspecified,cec0687d-7d44-4e80-ae2f-428c2664d66d,,,
"Aerosols, radioactive, unspecified",,,,kBq,group,,,air/urban air close to ground,2e18b480-7449-4800-85bd-c8ad0e649c03,,,
Alachlor,015972-60-8,C14H20ClNO2,,kg,chemical,,,air/non-urban air or from high stacks,de9e0841-d02a-4af0-993a-39e32e69e7d3,,,15972-60-8
Alachlor,015972-60-8,,"2-chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide",kg,chemical,,,soil/agricultural,f809b5e9-ed1b-4117-8bc7-9acf883ec7f5,,,15972-60-8
Alanycarb,083130-01-2,,,kg,chemical,,,soil/agricultural,9c9aaf0f-c200-5d24-8f5e-0406c6ff20d6,,,83130-01-2
"Aldehydes, unspecified",,,,kg,group,,,"air/low population density, long-term",5f1878da-0442-40c8-8c89-7173d67697cf,,,
"Aldehydes, unspecified",,,,kg,group,,,air/lower stratosphere + upper troposphere,ac07bb4a-a492-45b3-9a07-4ab9b8959374,,,
"Aldehydes, unspecified",,,,kg,group,,,air/non-urban air or from high stacks,ba1a3dcb-d53a-42fd-80f0-d09f3a12ffe2,,,
"Aldehydes, unspecified",,,,kg,group,,,air/unspecified,06f0a67c-ec68-435d-8c32-0decd79a4a1a,,,
"Aldehydes, unspecified",,,,kg,group,,,air/urban air close to ground,d961f86b-e36b-4ac6-8cd4-b253e496de79,,,
Aldicarb,000116-06-3,, UC21149,kg,chemical,,,soil/agricultural,fbe48c6a-321d-44ae-8883-b6fa4e0f4e77,,,116-06-3
Aldrin,000309-00-2,,Aldrosol,kg,chemical,,,soil/agricultural,594fdc19-25cd-4c22-b3f3-58b1f2f42965,,,309-00-2
Allethrin,000584-79-2,,,kg,chemical,,,soil/agricultural,94ef8014-0cb7-510b-af99-c3bdb8a6486a,,,584-79-2
Allyl chloride,000107-05-1,C3H5Cl,,kg,chemical,,,water/unspecified,921ddc9c-6898-4ad0-a00d-7c9add941c85,,,107-05-1
Alpha-cypermethrin,052315-07-8,C22H19Cl2NO3,,kg,chemical,,,soil/agricultural,ce2ceed1-2503-4566-8175-f4456dbac42b,,,67375-30-8; 211504-93-7; 72204-44-5; 67375-30-8; 72204-44-5; 67375-30-8; 65731-84-2; 67375-30-8; 72204-44-5; 67375-30-8; 82523-65-7; 137497-61-1; 97955-44-7; 72204-44-5; 71697-59-1; 52315-07-8; 65731-84-2; 86753-92-6; 67375-30-8; 52315-07-8
Aluminium,007429-90-5,,,kg,chemical,,,"air/low population density, long-term",46e63323-cffd-4c46-829b-5f006b50fa9b,,,12011-61-9; 7429-90-5
Aluminium,007429-90-5,,,kg,chemical,,,air/lower stratosphere + upper troposphere,d96403bf-902e-4b7a-8ffd-32fe09e4017f,,,12011-61-9; 7429-90-5
Aluminium,007429-90-5,,,kg,chemical,,,air/non-urban air or from high stacks,9c3bd678-1b2f-4b95-a245-d5c8a3fe326b,,,12011-61-9; 7429-90-5
Aluminium,007429-90-5,,,kg,chemical,,,air/unspecified,ff65658c-2d39-44a2-b23e-7ec3c644f064,,,12011-61-9; 7429-90-5
Aluminium,007429-90-5,,,kg,chemical,,,air/urban air close to ground,6f0b8b7c-3888-4174-b7e3-916d42d678ee,,,12011-61-9; 7429-90-5
Aluminium,007429-90-5,,,kg,chemical,,,soil/agricultural,2baa4381-b781-4f5e-90de-508b0fa3fd1f,,,12011-61-9; 7429-90-5
Aluminium,007429-90-5,,,kg,chemical,,,soil/forestry,39555a26-d28b-425f-993f-e8770ab7d9cf,,,12011-61-9; 7429-90-5
Aluminium,007429-90-5,,,kg,chemical,,,soil/industrial,765546a9-b056-4d27-ad14-2f016511bdcb,,,12011-61-9; 7429-90-5
Aluminium,007429-90-5,,,kg,chemical,,,soil/unspecified,e0401210-0377-4670-84af-12247ca20bed,,,12011-61-9; 7429-90-5
Aluminium,007429-90-5,,,kg,chemical,,,water/ground-,2e0c9efa-d55c-49db-8be3-0376d5921ff4,,,12011-61-9; 7429-90-5
Aluminium,007429-90-5,,,kg,chemical,,,"water/ground-, long-term",01056d4b-f9b0-4dfc-b8d9-8407c8376efb,,,12011-61-9; 7429-90-5
Aluminium,007429-90-5,,,kg,chemical,,,water/ocean,0ace7678-a181-48e8-8728-d912a8b56c57,,,12011-61-9; 7429-90-5
Aluminium,007429-90-5,,,kg,chemical,,,water/surface water,97e498ec-f323-4ec6-bcc0-d8a4c853bae3,,,12011-61-9; 7429-90-5
Aluminium,007429-90-5,,,kg,chemical,,,water/unspecified,7880e65c-0321-4295-ba55-3186ad36e489,,,12011-61-9; 7429-90-5
Aluminium hydroxide,021645-51-2,,,kg,chemical,,,water/unspecified,7b192eb2-644e-544a-9299-4a79cb4dd479,,,14762-49-3
"Aluminium, 24% in bauxite, 11% in crude ore, in ground",007429-90-5,,,kg,geological,,0,natural resource/in ground,8bc65fca-548d-4831-b102-391bbdd6bc8c,,,
"Aluminium, in ground",007429-90-5,Al,,kg,geological,,1,natural resource/in ground,a45cd247-3532-4e27-bddc-b519fdb5e08f,,,
Americium-241,014596-10-2,,,kBq,chemical,,,"air/low population density, long-term",fe7cb994-f3bb-41aa-84ad-5c59290af14a,,,86954-36-1; 14596-10-2
Americium-241,014596-10-2,,,kBq,chemical,,,air/lower stratosphere + upper troposphere,ce11d77b-c85a-4f03-816e-714dcda260ea,,,86954-36-1; 14596-10-2
Americium-241,014596-10-2,Am,,kBq,chemical,,,air/non-urban air or from high stacks,16d7b9bd-003a-493b-8b98-b6986d3cae24,,,86954-36-1; 14596-10-2
Americium-241,014596-10-2,,,kBq,chemical,,,air/unspecified,a0e98cdc-79cd-4073-9713-c1a48238883a,,,86954-36-1; 14596-10-2
Americium-241,014596-10-2,Am,,kBq,chemical,,,air/urban air close to ground,b8efaa9d-2335-4a90-be50-9e6169133e80,,,86954-36-1; 14596-10-2
Americium-241,014596-10-2,,,kBq,chemical,,,water/ground-,395386b2-5696-4288-b076-adbdf2038dd3,,,86954-36-1; 14596-10-2
Americium-241,014596-10-2,,,kBq,chemical,,,"water/ground-, long-term",1d090e68-dd03-478b-82d4-09695ffc939a,,,86954-36-1; 14596-10-2
Americium-241,014596-10-2,,,kBq,chemical,,,water/ocean,58a92690-aa80-4d3c-9443-9b48daa2daa4,,,86954-36-1; 14596-10-2
Americium-241,014596-10-2,Am,,kBq,chemical,,,water/surface water,a3102816-c649-4240-b0d1-0e60b08371ec,,,86954-36-1; 14596-10-2
Americium-241,014596-10-2,,,kBq,chemical,,,water/unspecified,bd601c88-f05e-436a-b4ab-5b3d4fb29882,,,86954-36-1; 14596-10-2
Ametryn,000834-12-8,, Evik,kg,chemical,,,soil/agricultural,e1327ebe-ac90-4d12-8787-09649213ce63,,,834-12-8
Amidosulfuron,120923-37-7,,"1-(4,6-dimethoxypyrimidin-2-yl)-3-mesyl(methyl)sulfamoylurea",kg,chemical,,,soil/agricultural,feb606a8-c259-4169-9652-6b38467739f7,,,120923-37-7
Amine oxide,001643-20-5,,,kg,chemical,,,air/unspecified,b157329c-4179-5491-97c4-649900954ffa,,,
Amitraz,033089-61-1,C19H23N3,Triazid,kg,chemical,,,soil/agricultural,cc91124e-c4b4-4e39-95b1-1c27b35cbe66,,,33089-61-1
Ammonia,007664-41-7,,,kg,chemical,,,"air/low population density, long-term",2b50f643-216a-412b-a0e5-5946867aa2ed,,,7664-41-7
Ammonia,007664-41-7,,,kg,chemical,,,air/lower stratosphere + upper troposphere,8494ed3c-0416-4aa5-b100-51a2b2bcadbd,,,7664-41-7
Ammonia,007664-41-7,,,kg,chemical,,,air/non-urban air or from high stacks,0f440cc0-0f74-446d-99d6-8ff0e97a2444,,,7664-41-7
Ammonia,007664-41-7,,,kg,chemical,,,air/unspecified,87883a4e-1e3e-4c9d-90c0-f1bea36f8014,,,7664-41-7
Ammonia,007664-41-7,,,kg,chemical,,,air/urban air close to ground,9990b51b-7023-4700-bca0-1a32ef921f74,,,7664-41-7
Ammonia,007664-41-7,,,kg,chemical,,,soil/industrial,b9660786-7a4e-408f-9474-f58877b329a6,,,7664-41-7
Ammonium carbonate,000506-87-6,,,kg,chemical,,,"air/low population density, long-term",15c4a3e0-bd82-4acd-a8fd-58aba60dd9fc,,,8013-59-0; 10361-29-2; 506-87-6
Ammonium carbonate,000506-87-6,,,kg,chemical,,,air/lower stratosphere + upper troposphere,73ec59d7-a227-407f-963a-fd9c61b4d172,,,8013-59-0; 10361-29-2; 506-87-6
Ammonium carbonate,000506-87-6,,,kg,chemical,,,air/non-urban air or from high stacks,d40b90a8-c469-41ec-b5ea-f80386859a82,,,8013-59-0; 10361-29-2; 506-87-6
Ammonium carbonate,000506-87-6,,,kg,chemical,,,air/unspecified,c36f35d1-e815-4c85-8686-1a2d21264a2c,,,8013-59-0; 10361-29-2; 506-87-6
Ammonium carbonate,000506-87-6,,,kg,chemical,,,air/urban air close to ground,11f41c41-7733-49bc-b1b1-1f00fbade521,,,8013-59-0; 10361-29-2; 506-87-6
Ammonium sulfate,007783-20-2,H8N2O4S,Diammonium sulfate,kg,chemical,,,water/unspecified,8570c45a-8c78-4709-9b8f-fb88314d9e9d,,,7783-20-2
"Ammonium, ion",014798-03-9,,,kg,chemical,,,water/ground-,736f52e8-9703-4076-8909-7ae80a7f8005,,,
"Ammonium, ion",014798-03-9,,,kg,chemical,,,"water/ground-, long-term",130cedc6-f6ed-4f1b-bd1e-881177f79e74,,,
"Ammonium, ion",014798-03-9,,,kg,chemical,,,water/ocean,bc069d24-fbbd-4c05-8b6e-4089dc8249ae,,,
"Ammonium, ion",014798-03-9,,,kg,chemical,,,water/surface water,13331e67-6006-48c4-bdb4-340c12010036,,,
"Ammonium, ion",014798-03-9,,,kg,chemical,,,water/unspecified,fb005c47-7b90-41f3-a5ca-f0eb11db354a,,,
"Anhydrite, in ground",014798-04-0,,Calciumsulfat ,kg,geological,,1,natural resource/in ground,6df9ea09-115a-4678-9f30-d92c877a46ec,,,
Anilazine,000101-05-3,,,kg,chemical,,,soil/agricultural,dc941853-32f2-5a2b-87de-0cc7d6ce3a13,,,101103-22-4; 101-05-3; 101-05-3
Aniline,000062-53-3,,"aminobenzene, benzenamine, phenylamine",kg,chemical,,,"air/low population density, long-term",cbad8aa1-0cfe-47c0-b7d5-7b58c433e601,,,1122-59-4; 62-53-3; 55147-71-2; 62-53-3
Aniline,000062-53-3,,"aminobenzene, benzenamine, phenylamine",kg,chemical,,,air/lower stratosphere + upper troposphere,62e75c30-0933-4b72-a2ec-6251b7ab8e67,,,1122-59-4; 62-53-3; 55147-71-2; 62-53-3
Aniline,000062-53-3,,"aminobenzene, benzenamine, phenylamine",kg,chemical,,,air/non-urban air or from high stacks,857e2a6a-7072-4d9d-8c0b-707fdc2bcbc0,,,1122-59-4; 62-53-3; 55147-71-2; 62-53-3
Aniline,000062-53-3,,"aminobenzene, benzenamine, phenylamine",kg,chemical,,,air/unspecified,ffcd4d88-aeb9-491c-ae8c-98838ed38b4d,,,1122-59-4; 62-53-3; 55147-71-2; 62-53-3
Aniline,000062-53-3,,"aminobenzene, benzenamine, phenylamine",kg,chemical,,,air/urban air close to ground,79def65c-bd77-4fb2-a1df-f4dba98ada8f,,,1122-59-4; 62-53-3; 55147-71-2; 62-53-3
Aniline,000062-53-3,,"aminobenzene, benzenamine, phenylamine",kg,chemical,,,water/ground-,044b9b1d-0406-4da9-bc8a-f180176e7ed9,,,1122-59-4; 62-53-3; 55147-71-2; 62-53-3
